,fullName,seasonOutlook,position,player_id,team,injury_status,adp,pos_adp,total_proj
285,Kenny Pickett,"Pickett was the 20th pick in the 2022 NFL draft, and he started 12 games for the Steelers in each of his first two seasons, accounting for more wins (14) than touchdown passes (13). Attracted by a reasonable rookie contract, the Eagles traded for Pickett to back up Jalen Hurts. There is no QB battle and Hurts has missed only two games due to injury the past three seasons. If Hurts should miss time, Pickett would inherit elite options protecting him and available to target, but that doesn't make him worth drafting.",QB,8160,PHI,,,,
286,Jameis Winston,"The 2015 first overall draft pick, Winston enters his 10th pro season -- and first in Cleveland -- as the backup to Deshaun Watson. Winston started three games over the past two seasons with the Saints, all in 2022 when he averaged 14.6 points per game, while throwing four touchdowns and five interceptions. Winston's aggressive throwing mentality, along with his ability to create outside of structure, does provide some fantasy intrigue, but his questionable decision-making can lead to turnovers and missed opportunities. Keep Winston on the fantasy radar this season given Watson's availability concerns, but he is not worth drafting at this point.",QB,2306,CLE,,,,
287,Roman Wilson,"Wilson was selected in the third round of April's draft. The Michigan product is an inside target with the 4.39 speed to stress defenses on deep over routes and vertical concepts. Wilson should man the slot for the Steelers in their three-wide receiver sets. He'll work the underneath levels, too, but look for offensive coordinator Arthur Smith to scheme up play-action shots for Wilson to create big-play opportunities. With the expected volume for Steelers No. 1 wide receiver George Pickens, and Smith's run-heavy approach, Wilson can be targeted as a late-round flier in deeper re-draft leagues, but has more upside in dynasty formats.",WR,11630,PIT,,187.0,78.0,136.66
288,Noah Brown,"After averaging roughly 12 yards per catch in his first five seasons with the Cowboys, Brown's trip to Houston saw him erupt with 17.2 yards per reception, good for sixth among all players with at least 25 targets in 2023. Brought back for 2024 on a one-year pact thanks to such success working with C.J. Stroud, Brown figures to compete for vertical routes as a complementary option for this impressive collective of pass-catchers Houston has amassed. Unfortunately, he won't see enough volume to warrant starting lineup consideration in fantasy.",WR,4234,WAS,,331.0,123.0,62.44
289,Treylon Burks,"Missing a dozen of his first 34 NFL games due to injury is one of the reasons Burks' career hasn't started with positive momentum. Another major element has been the inability to earn snaps, routes and targets, all of which might be married to the lack of durability. It was clearly discouraging, if not distressing, to see Nick Westbrook-Ikhine and Chris Moore out-target Burks last season. With Calvin Ridley now in the fold and a new offensive-minded coaching regime in place, Burks will be competing for tertiary duties in this offense. The clock seems to be ticking, as Burks is now a risk-laden, late-round pick in deeper fantasy formats.",WR,8135,TEN,,193.0,80.0,73.27999999999999
290,Alec Pierce,"While Michael Pittman Jr. serves as the Colts' security blanket in the passing game with an average depth of target hovering around eight yards, Pierce has served as the field-stretching specialist, finishing 13th in the league in aDOT among players with at least 30 targets in 2023. While he's running vertical routes with regularity, it was discouraging to note Pierce's target volume actually dipped in his second season, limiting his fantasy appeal to that of a low-floor option who has rarely realized a high ceiling. Following the Colts' selection of Adonai Mitchell in the draft, Pierce descends on the depth chart and is not worth drafting.",WR,8142,IND,,224.0,92.0,68.31
291,Allen Lazard,"Lazard enters his second season with the Jets after a disappointing 2023 campaign. He caught only 23 of 49 targets for 311 yards and one touchdown in 14 games. Without Aaron Rodgers under center, Lazard ranked near the bottom of the league among qualified wide receivers last season in yards per route run. The arrival of Mike Williams this offseason is detrimental to Lazard's fantasy value this season. Even though he had success with Rodgers during their time together with the Green Bay Packers, Lazard isn't worth drafting in fantasy leagues.",WR,5185,NYJ,,319.0,117.0,50.470000000000006
292,Justin Watson,"What was a career year for Watson in terms of fantasy points (89.0) was more illustrative of the Chiefs' struggles at the wide receiver position than anything. The sixth-year role player committed a ghastly six drops (position-worst 11.1% drop rate among players with at least 50 targets), caught a mere 50% of his targets (second worst), committed a fumble and averaged 1.4 yards per target. Just twice all season did he manage double-digit fantasy points. Watson returns as positional depth for the Chiefs, nevertheless, but he's unlikely to make much of a fantasy impact, except in a desperate circumstance for the team.",WR,5374,KC,,210.0,87.0,52.62000000000001
293,Luke Schoonmaker,"Schoonmaker's rookie season was a quiet one statistically, as the popular second-round pick from Michigan saw fewer than one target per game (he played in all 17 games). Jake Ferguson stepped up in place of the departed Dalton Schultz and became a top-10 tight end. Schoonmaker was his backup, and while he played double-digit snaps each week, QB Dak Prescott looked elsewhere. Schoonmaker underwent offseason shoulder surgery, and with a healthy Ferguson entrenched as the starter, there is little fantasy viability here.",TE,10871,DAL,,314.0,76.0,23.09
294,Devontez Walker,"Walker was selected in the fourth round of April's draft. A deep-ball receiver with 4.36 speed and leaping ability (40.5"" vertical), Walker adds a true vertical element to the Ravens' offense. He can get loose at the third level on go routes and posts, plus his speed will lift the safeties to create middle-of-the-field voids for quarterback Lamar Jackson to target intermediate concepts. Walker's route-running at this stage needs to improve, and his lack of foot quickness shows up when working to separate underneath. He's strictly a dynasty option at this point, with more upside in non-PPR formats.",WR,11629,BAL,,359.0,139.0,113.07
295,Joshua Dobbs,"No one has logged more airline miles than Dobbs the past two years. After signing in some capacity with seven different teams over 24 months, the 29-year-old has an opportunity to work behind Brock Purdy this fall. Dobbs' most elating efforts came between Weeks 7 and 11 of 2023 wherein the Tennessee product scored a rushing touchdown in five straight games and averaged 21.2 fantasy points over those contests. Noting Kyle Shanahan's position-friendly scheme and the 49ers' elite pass-catching talent, Dobbs could find himself on the streaming radar if Purdy were to be sidelined.",QB,4179,SF,,,,
296,Javon Baker,"Baker was selected in the fourth round of the NFL draft. He was a big-play threat in college, but his speed at the combine was mediocre when adjusted for size. Even though the Patriots have a rookie quarterback in Drake Maye, who is expected to start in 2024, and a wide-open receiver room, it's unlikely Baker will accumulate many targets. As a result, here is not a recommended draft choice for fantasy managers outside of deep dynasty leagues.",WR,11645,NE,,312.0,115.0,85.05
297,Mac Jones,"Jones was traded to the Jaguars during the offseason and will back up Trevor Lawrence after finishing his final season with the Patriots 28th in net yards per attempt while leading the NFL in interception percentage. Maybe this year can be viewed as a pit stop, as Jones works to re-emerge to the starting tier at the position eventually. However, with his current designation as the clear understudy behind a trusted and talented young quarterback, it's best to consider Jones as an insurance policy, just like the Jaguars do. He's well off the fantasy radar.",QB,7527,JAX,,,,
